portfolio_id,portfolio_name,advisor_name,risk_profile_name,base_currency,created_at
P00646,Client Portfolio 00646,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00647,Client Portfolio 00647,Advisor_05,Conservative,USD,2026-02-20 16:59:57
P00648,Client Portfolio 00648,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00649,Client Portfolio 00649,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00650,Client Portfolio 00650,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00651,Client Portfolio 00651,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00652,Client Portfolio 00652,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00653,Client Portfolio 00653,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00654,Client Portfolio 00654,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00655,Client Portfolio 00655,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00656,Client Portfolio 00656,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00657,Client Portfolio 00657,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00658,Client Portfolio 00658,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00659,Client Portfolio 00659,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00660,Client Portfolio 00660,Advisor_24,Conservative,USD,2026-02-20 16:59:57
P00661,Client Portfolio 00661,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00662,Client Portfolio 00662,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00663,Client Portfolio 00663,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00664,Client Portfolio 00664,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00665,Client Portfolio 00665,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P00666,Client Portfolio 00666,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00667,Client Portfolio 00667,Advisor_12,Aggressive,USD,2026-02-20 16:59:57
P00668,Client Portfolio 00668,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00669,Client Portfolio 00669,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00670,Client Portfolio 00670,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P00671,Client Portfolio 00671,Advisor_12,Aggressive,USD,2026-02-20 16:59:57
P00672,Client Portfolio 00672,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00673,Client Portfolio 00673,Advisor_24,Conservative,USD,2026-02-20 16:59:57
P00674,Client Portfolio 00674,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00675,Client Portfolio 00675,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00676,Client Portfolio 00676,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P00677,Client Portfolio 00677,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00678,Client Portfolio 00678,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00679,Client Portfolio 00679,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00680,Client Portfolio 00680,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P00681,Client Portfolio 00681,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P00682,Client Portfolio 00682,Advisor_18,Aggressive,USD,2026-02-20 16:59:57
P00683,Client Portfolio 00683,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00684,Client Portfolio 00684,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00685,Client Portfolio 00685,Advisor_20,Aggressive,USD,2026-02-20 16:59:57
P00686,Client Portfolio 00686,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00687,Client Portfolio 00687,Advisor_06,Conservative,USD,2026-02-20 16:59:57
P00688,Client Portfolio 00688,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00689,Client Portfolio 00689,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00690,Client Portfolio 00690,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P00691,Client Portfolio 00691,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00692,Client Portfolio 00692,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P00693,Client Portfolio 00693,Advisor_21,Aggressive,USD,2026-02-20 16:59:57
P00694,Client Portfolio 00694,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00695,Client Portfolio 00695,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00696,Client Portfolio 00696,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00697,Client Portfolio 00697,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00698,Client Portfolio 00698,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00699,Client Portfolio 00699,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00700,Client Portfolio 00700,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P00701,Client Portfolio 00701,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00702,Client Portfolio 00702,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P00703,Client Portfolio 00703,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00704,Client Portfolio 00704,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00705,Client Portfolio 00705,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00706,Client Portfolio 00706,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00707,Client Portfolio 00707,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00708,Client Portfolio 00708,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00709,Client Portfolio 00709,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00710,Client Portfolio 00710,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00711,Client Portfolio 00711,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00712,Client Portfolio 00712,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P00713,Client Portfolio 00713,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00714,Client Portfolio 00714,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00715,Client Portfolio 00715,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P00716,Client Portfolio 00716,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P00717,Client Portfolio 00717,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00718,Client Portfolio 00718,Advisor_06,Conservative,USD,2026-02-20 16:59:57
P00719,Client Portfolio 00719,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00720,Client Portfolio 00720,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00721,Client Portfolio 00721,Advisor_22,Aggressive,USD,2026-02-20 16:59:57
P00722,Client Portfolio 00722,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00723,Client Portfolio 00723,Advisor_24,Conservative,USD,2026-02-20 16:59:57
P00724,Client Portfolio 00724,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P00725,Client Portfolio 00725,Advisor_03,Aggressive,USD,2026-02-20 16:59:57
P00726,Client Portfolio 00726,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00727,Client Portfolio 00727,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P00728,Client Portfolio 00728,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00729,Client Portfolio 00729,Advisor_13,Conservative,USD,2026-02-20 16:59:57
P00730,Client Portfolio 00730,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P00731,Client Portfolio 00731,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00732,Client Portfolio 00732,Advisor_23,Aggressive,USD,2026-02-20 16:59:57
P00733,Client Portfolio 00733,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00734,Client Portfolio 00734,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P00735,Client Portfolio 00735,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00736,Client Portfolio 00736,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00737,Client Portfolio 00737,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00738,Client Portfolio 00738,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00739,Client Portfolio 00739,Advisor_06,Conservative,USD,2026-02-20 16:59:57
P00740,Client Portfolio 00740,Advisor_21,Conservative,USD,2026-02-20 16:59:57
P00741,Client Portfolio 00741,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P00742,Client Portfolio 00742,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00743,Client Portfolio 00743,Advisor_24,Aggressive,USD,2026-02-20 16:59:57
P00744,Client Portfolio 00744,Advisor_21,Aggressive,USD,2026-02-20 16:59:57
P00745,Client Portfolio 00745,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P00746,Client Portfolio 00746,Advisor_09,Conservative,USD,2026-02-20 16:59:57
P00747,Client Portfolio 00747,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P00748,Client Portfolio 00748,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00749,Client Portfolio 00749,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P00750,Client Portfolio 00750,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00751,Client Portfolio 00751,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00752,Client Portfolio 00752,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00753,Client Portfolio 00753,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00754,Client Portfolio 00754,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00755,Client Portfolio 00755,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00756,Client Portfolio 00756,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00757,Client Portfolio 00757,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00758,Client Portfolio 00758,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00759,Client Portfolio 00759,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00760,Client Portfolio 00760,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00761,Client Portfolio 00761,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P00762,Client Portfolio 00762,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P00763,Client Portfolio 00763,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00764,Client Portfolio 00764,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00765,Client Portfolio 00765,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00766,Client Portfolio 00766,Advisor_24,Aggressive,USD,2026-02-20 16:59:57
P00767,Client Portfolio 00767,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P00768,Client Portfolio 00768,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00769,Client Portfolio 00769,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00770,Client Portfolio 00770,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P00771,Client Portfolio 00771,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00772,Client Portfolio 00772,Advisor_11,Aggressive,USD,2026-02-20 16:59:57
P00773,Client Portfolio 00773,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00774,Client Portfolio 00774,Advisor_06,Conservative,USD,2026-02-20 16:59:57
P00775,Client Portfolio 00775,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00776,Client Portfolio 00776,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00777,Client Portfolio 00777,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P00778,Client Portfolio 00778,Advisor_12,Aggressive,USD,2026-02-20 16:59:57
P00779,Client Portfolio 00779,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P00780,Client Portfolio 00780,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00781,Client Portfolio 00781,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00782,Client Portfolio 00782,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00783,Client Portfolio 00783,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P00784,Client Portfolio 00784,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00785,Client Portfolio 00785,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00786,Client Portfolio 00786,Advisor_22,Aggressive,USD,2026-02-20 16:59:57
P00787,Client Portfolio 00787,Advisor_20,Aggressive,USD,2026-02-20 16:59:57
P00788,Client Portfolio 00788,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P00789,Client Portfolio 00789,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P00790,Client Portfolio 00790,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00791,Client Portfolio 00791,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00792,Client Portfolio 00792,Advisor_13,Conservative,USD,2026-02-20 16:59:57
P00793,Client Portfolio 00793,Advisor_23,Aggressive,USD,2026-02-20 16:59:57
P00794,Client Portfolio 00794,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00795,Client Portfolio 00795,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00796,Client Portfolio 00796,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00797,Client Portfolio 00797,Advisor_24,Aggressive,USD,2026-02-20 16:59:57
P00798,Client Portfolio 00798,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P00799,Client Portfolio 00799,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00800,Client Portfolio 00800,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00801,Client Portfolio 00801,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P00802,Client Portfolio 00802,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00803,Client Portfolio 00803,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00804,Client Portfolio 00804,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P00805,Client Portfolio 00805,Advisor_05,Conservative,USD,2026-02-20 16:59:57
P00806,Client Portfolio 00806,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00807,Client Portfolio 00807,Advisor_18,Aggressive,USD,2026-02-20 16:59:57
P00808,Client Portfolio 00808,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P00809,Client Portfolio 00809,Advisor_11,Aggressive,USD,2026-02-20 16:59:57
P00810,Client Portfolio 00810,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P00811,Client Portfolio 00811,Advisor_13,Conservative,USD,2026-02-20 16:59:57
P00812,Client Portfolio 00812,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P00813,Client Portfolio 00813,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00814,Client Portfolio 00814,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P00815,Client Portfolio 00815,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00816,Client Portfolio 00816,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00817,Client Portfolio 00817,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00818,Client Portfolio 00818,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00819,Client Portfolio 00819,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00820,Client Portfolio 00820,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00821,Client Portfolio 00821,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P00822,Client Portfolio 00822,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00823,Client Portfolio 00823,Advisor_19,Aggressive,USD,2026-02-20 16:59:57
P00824,Client Portfolio 00824,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00825,Client Portfolio 00825,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00826,Client Portfolio 00826,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00827,Client Portfolio 00827,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P00828,Client Portfolio 00828,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P00829,Client Portfolio 00829,Advisor_09,Conservative,USD,2026-02-20 16:59:57
P00830,Client Portfolio 00830,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P00831,Client Portfolio 00831,Advisor_18,Aggressive,USD,2026-02-20 16:59:57
P00832,Client Portfolio 00832,Advisor_23,Aggressive,USD,2026-02-20 16:59:57
P00833,Client Portfolio 00833,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P00834,Client Portfolio 00834,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P00835,Client Portfolio 00835,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P00836,Client Portfolio 00836,Advisor_05,Aggressive,USD,2026-02-20 16:59:57
P00837,Client Portfolio 00837,Advisor_03,Aggressive,USD,2026-02-20 16:59:57
P00838,Client Portfolio 00838,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P00839,Client Portfolio 00839,Advisor_12,Aggressive,USD,2026-02-20 16:59:57
P00840,Client Portfolio 00840,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00841,Client Portfolio 00841,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00842,Client Portfolio 00842,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00843,Client Portfolio 00843,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00844,Client Portfolio 00844,Advisor_11,Aggressive,USD,2026-02-20 16:59:57
P00845,Client Portfolio 00845,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00846,Client Portfolio 00846,Advisor_05,Conservative,USD,2026-02-20 16:59:57
P00847,Client Portfolio 00847,Advisor_10,Aggressive,USD,2026-02-20 16:59:57
P00848,Client Portfolio 00848,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00849,Client Portfolio 00849,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00850,Client Portfolio 00850,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00851,Client Portfolio 00851,Advisor_01,Aggressive,USD,2026-02-20 16:59:57
P00852,Client Portfolio 00852,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P00853,Client Portfolio 00853,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00854,Client Portfolio 00854,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00855,Client Portfolio 00855,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00856,Client Portfolio 00856,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P00857,Client Portfolio 00857,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P00858,Client Portfolio 00858,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00859,Client Portfolio 00859,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00860,Client Portfolio 00860,Advisor_04,Aggressive,USD,2026-02-20 16:59:57
P00861,Client Portfolio 00861,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00862,Client Portfolio 00862,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P00863,Client Portfolio 00863,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00864,Client Portfolio 00864,Advisor_05,Conservative,USD,2026-02-20 16:59:57
P00865,Client Portfolio 00865,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P00866,Client Portfolio 00866,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00867,Client Portfolio 00867,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P00868,Client Portfolio 00868,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00869,Client Portfolio 00869,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00870,Client Portfolio 00870,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00871,Client Portfolio 00871,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00872,Client Portfolio 00872,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00873,Client Portfolio 00873,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00874,Client Portfolio 00874,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00875,Client Portfolio 00875,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P00876,Client Portfolio 00876,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00877,Client Portfolio 00877,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00878,Client Portfolio 00878,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00879,Client Portfolio 00879,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00880,Client Portfolio 00880,Advisor_05,Conservative,USD,2026-02-20 16:59:57
P00881,Client Portfolio 00881,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00882,Client Portfolio 00882,Advisor_21,Conservative,USD,2026-02-20 16:59:57
P00883,Client Portfolio 00883,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00884,Client Portfolio 00884,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00885,Client Portfolio 00885,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P00886,Client Portfolio 00886,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00887,Client Portfolio 00887,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00888,Client Portfolio 00888,Advisor_07,Conservative,USD,2026-02-20 16:59:57
P00889,Client Portfolio 00889,Advisor_07,Aggressive,USD,2026-02-20 16:59:57
P00890,Client Portfolio 00890,Advisor_11,Aggressive,USD,2026-02-20 16:59:57
P00891,Client Portfolio 00891,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00892,Client Portfolio 00892,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00893,Client Portfolio 00893,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00894,Client Portfolio 00894,Advisor_07,Conservative,USD,2026-02-20 16:59:57
P00895,Client Portfolio 00895,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P00896,Client Portfolio 00896,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00897,Client Portfolio 00897,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00898,Client Portfolio 00898,Advisor_14,Aggressive,USD,2026-02-20 16:59:57
P00899,Client Portfolio 00899,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00900,Client Portfolio 00900,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P00901,Client Portfolio 00901,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P00902,Client Portfolio 00902,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00903,Client Portfolio 00903,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P00904,Client Portfolio 00904,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00905,Client Portfolio 00905,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00906,Client Portfolio 00906,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P00907,Client Portfolio 00907,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P00908,Client Portfolio 00908,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00909,Client Portfolio 00909,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00910,Client Portfolio 00910,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00911,Client Portfolio 00911,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00912,Client Portfolio 00912,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00913,Client Portfolio 00913,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00914,Client Portfolio 00914,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00915,Client Portfolio 00915,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P00916,Client Portfolio 00916,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00917,Client Portfolio 00917,Advisor_17,Aggressive,USD,2026-02-20 16:59:57
P00918,Client Portfolio 00918,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P00919,Client Portfolio 00919,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P00920,Client Portfolio 00920,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00921,Client Portfolio 00921,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00922,Client Portfolio 00922,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P00923,Client Portfolio 00923,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00924,Client Portfolio 00924,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00925,Client Portfolio 00925,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00926,Client Portfolio 00926,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00927,Client Portfolio 00927,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00928,Client Portfolio 00928,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P00929,Client Portfolio 00929,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00930,Client Portfolio 00930,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P00931,Client Portfolio 00931,Advisor_09,Conservative,USD,2026-02-20 16:59:57
P00932,Client Portfolio 00932,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P00933,Client Portfolio 00933,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P00934,Client Portfolio 00934,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00935,Client Portfolio 00935,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P00936,Client Portfolio 00936,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00937,Client Portfolio 00937,Advisor_07,Aggressive,USD,2026-02-20 16:59:57
P00938,Client Portfolio 00938,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00939,Client Portfolio 00939,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00940,Client Portfolio 00940,Advisor_05,Aggressive,USD,2026-02-20 16:59:57
P00941,Client Portfolio 00941,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00942,Client Portfolio 00942,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00943,Client Portfolio 00943,Advisor_03,Aggressive,USD,2026-02-20 16:59:57
P00944,Client Portfolio 00944,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00945,Client Portfolio 00945,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00946,Client Portfolio 00946,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00947,Client Portfolio 00947,Advisor_10,Aggressive,USD,2026-02-20 16:59:57
P00948,Client Portfolio 00948,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00949,Client Portfolio 00949,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00950,Client Portfolio 00950,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00951,Client Portfolio 00951,Advisor_04,Aggressive,USD,2026-02-20 16:59:57
P00952,Client Portfolio 00952,Advisor_05,Conservative,USD,2026-02-20 16:59:57
P00953,Client Portfolio 00953,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00954,Client Portfolio 00954,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00955,Client Portfolio 00955,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P00956,Client Portfolio 00956,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00957,Client Portfolio 00957,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P00958,Client Portfolio 00958,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00959,Client Portfolio 00959,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00960,Client Portfolio 00960,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00961,Client Portfolio 00961,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00962,Client Portfolio 00962,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00963,Client Portfolio 00963,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00964,Client Portfolio 00964,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00965,Client Portfolio 00965,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00966,Client Portfolio 00966,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00967,Client Portfolio 00967,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00968,Client Portfolio 00968,Advisor_02,Aggressive,USD,2026-02-20 16:59:57
